Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;Industry;Summary Quote
WMGI;Wright Medical Group N.V.;31.06;3218604768.7000003;;2011;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/wmgi
BLIN;Bridgeline Digital, Inc.;0.8170000000000001;17130754.692;;;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/blin
GOVNI;Government Properties Income Trust;25.0;0.0;;;Finance;Real Estate;http://www.nasdaq.com/symbol/govni
GTYHU;GTY Technology Holdings, Inc.;10.31;0.0;;2016;;;http://www.nasdaq.com/symbol/gtyhu
BRCD;Brocade Communications Systems, Inc.;12.52;5104426811.44;;1999;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/brcd
FAST;Fastenal Company;50.76;14682884502.240002;;1987;Consumer Services;RETAIL: Building Materials;http://www.nasdaq.com/symbol/fast
SEED;Origin Agritech Limited;1.9500000000000002;44603404.949999996;;;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/seed
ALIM;Alimera Sciences, Inc.;1.47;95348468.88000001;;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alim
DYNT;Dynatronics Corporation;2.95;8958093.9;;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/dynt
HSNI;HSN, Inc.;36.15;1893100669.5;;;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/hsni
MIII;M III Acquisition Corp.;9.78;187873799.99999997;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/miii
GOLD;Randgold Resources Limited;89.07;3428323093.77;38490211;;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/gold
ATVI;Activision Blizzard, Inc;49.12;36930722576.96;;;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/atvi
FB;Facebook, Inc.;140.34;405579980413.56;;2012;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/fb
FNWB;First Northwest Bancorp;15.13;183889202.98;;2015;Finance;Banks;http://www.nasdaq.com/symbol/fnwb
RNVA;Rennova Health, Inc.;1.85;9372260.95;;;Health Care;Precision Instruments;http://www.nasdaq.com/symbol/rnva
ARTNA;Artesian Resources Corporation;32.38;295717570.74;;;Public Utilities;Water Supply;http://www.nasdaq.com/symbol/artna
QQQC;Global X NASDAQ China Technology ETF;23.37;18696000.0;;;;;http://www.nasdaq.com/symbol/qqqc
MXWL;Maxwell Technologies, Inc.;5.49;177166280.25;;;Miscellaneous;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mxwl
SGMA;SigmaTron International, Inc.;4.84;20264174.92;;1994;Technology;Electrical Products;http://www.nasdaq.com/symbol/sgma
PBSK;Poage Bankshares, Inc.;19.5;72413503.5;;2011;Finance;Savings Institutions;http://www.nasdaq.com/symbol/pbsk
LENS;Presbia PLC;3.23;55144772.550000004;;2015;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/lens
MRAM;Everspin Technologies, Inc.;7.88;98485248.64;;2016;Technology;Semiconductors;http://www.nasdaq.com/symbol/mram
HUNTW;Hunter Maritime Acquisition Corp.;0.8;0.0;;2017;Finance;Business Services;http://www.nasdaq.com/symbol/huntw
XNCR;Xencor, Inc.;24.53;1142452861.0;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/xncr
LTEA;Long Island Iced Tea Corp.;3.939;32143819.538999997;;;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/ltea
PGJ;PowerShares Golden Dragon China Portfolio;33.8552;145577360.0;;;;;http://www.nasdaq.com/symbol/pgj
TXRH;Texas Roadhouse, Inc.;43.53;3078828668.7599998;;2004;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/txrh
CDL;VictoryShares US Large Cap High Div Volatility Wtd ETF;41.55;0.0;;;;;http://www.nasdaq.com/symbol/cdl
AVAV;AeroVironment, Inc.;26.97;632590708.59;;2007;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/avav
AHPI;Allied Healthcare Products, Inc.;2.03;8147480.11;;1992;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/ahpi
CYRN;CYREN Ltd.;1.9500000000000002;76374776.4;;;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cyrn
JNCE;Jounce Therapeutics, Inc.;25.58;822767117.0200001;;2017;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/jnce
LSXMK;Liberty Media Corporation;38.18;12806476140.580002;;;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/lsxmk
MACQ;M I Acquisitions, Inc.;10.07;71081542.00999999;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/macq
KTOVW;Kitov Pharmaceuticals Holdings Ltd.;0.52;0.0;;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ktovw
KOPN;Kopin Corporation;3.99;266410312.98;;1992;Technology;Semiconductors;http://www.nasdaq.com/symbol/kopn
MRVL;Marvell Technology Group Ltd.;15.9;8075609999.999999;;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/mrvl
NAUH;National American University Holdings, Inc.;2.44;59108814.56;;;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/nauh
SONC;Sonic Corp.;23.0;1010497180.0;;1991;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/sonc
DERM;Dermira, Inc.;34.75;1439528445.25;;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/derm
FITBI;Fifth Third Bancorp;28.94;520920000.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/fitbi
SBBX;Sussex Bancorp;23.845;114149448.68;;;Finance;Major Banks;http://www.nasdaq.com/symbol/sbbx
ALOG;Analogic Corporation;73.1;912959715.9;;1972;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/alog
CPRX;Catalyst Pharmaceuticals, Inc.;1.7000000000000002;141052937.20000002;;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cprx
ABIL;Ability Inc.;2.3253;59890756.9926;;2014;Finance;Business Services;http://www.nasdaq.com/symbol/abil
AEY;ADDvantage Technologies Group, Inc.;1.97;19964442.95;;;Consumer Services;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/aey
BLFS;BioLife Solutions, Inc.;2.04;26520787.439999998;;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/blfs
FBNK;First Connecticut Bancorp, Inc.;23.85;379765076.40000004;;2011;Finance;Banks;http://www.nasdaq.com/symbol/fbnk
IVFGC;Ivy NextShares;99.99;0.0;;;;;http://www.nasdaq.com/symbol/ivfgc
ODP;Office Depot, Inc.;4.53;2332137707.58;;;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/odp
STLRW;Stellar Acquisition III Inc.;0.3599;0.0;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/stlrw
WDC;Western Digital Corporation;78.18;22521346451.94;;;Technology;Electronic Components;http://www.nasdaq.com/symbol/wdc
SQZZ;Active Alts Contrarian ETF;25.01;0.0;;;;;http://www.nasdaq.com/symbol/sqzz
CFBK;Central Federal Corporation;2.156;35131825.96;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cfbk
PLUS;ePlus inc.;133.45;944888321.15;;1996;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/plus
INSEW;Inspired Entertainment, Inc.;0.8200000000000001;0.0;;2014;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/insew
BMRC;Bank of Marin Bancorp;64.35;394453723.95;;;Finance;Major Banks;http://www.nasdaq.com/symbol/bmrc
MYOK;MyoKardia, Inc.;14.6;458687061.20000005;;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/myok
NANO;Nanometrics Incorporated;29.4;739710556.2;;1984;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/nano
TTMI;TTM Technologies, Inc.;15.9;1596448610.7;;2000;Technology;Electrical Products;http://www.nasdaq.com/symbol/ttmi
ISRG;Intuitive Surgical, Inc.;758.0;27837922178.000004;;2000;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/isrg
ACWI;iShares MSCI ACWI Index Fund;63.08;6509856000.0;;;;;http://www.nasdaq.com/symbol/acwi
SBAC;SBA Communications Corporation;118.29;14310396181.83;;1999;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/sbac
UTEK;Ultratech, Inc.;29.35;793107762.85;;1993;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/utek
BPFH;Boston Private Financial Holdings, Inc.;15.8;1329317279.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/bpfh
EMCI;EMC Insurance Group Inc.;27.72;589586880.9599999;;1982;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/emci
ONCS;OncoSec Medical Incorporated;1.27;26502606.38;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/oncs
PPIH;Perma-Pipe International Holdings, Inc.;7.95;60173120.7;;;;;http://www.nasdaq.com/symbol/ppih
CDXC;ChromaDex Corporation;2.59;98181036.24000001;;;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/cdxc
XGTIW;XG Technology, Inc;17.38;0.0;;2013;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/xgtiw
ITRN;Ituran Location and Control Ltd.;29.6;694872757.5999999;;2005;Consumer Non-Durables;Electronic Components;http://www.nasdaq.com/symbol/itrn
SINA;Sina Corporation;73.07;5179286945.76;;;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/sina
TRNS;Transcat, Inc.;12.5161;87866664.1851;;;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/trns
EXXI;Energy XXI Gulf Coast, Inc.;29.5;979742023.0;;;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/exxi
MGYR;Magyar Bancorp, Inc.;13.0045;75695891.35700001;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/mgyr
RDCM;Radcom Ltd.;21.2;239890508.0;;1997;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/rdcm
ADMA;ADMA Biologics Inc;4.82;62114091.62;;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/adma
AIQ;Alliance HealthCare Services, Inc.;10.1;109210936.39999999;;2001;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/aiq
WHLM;Wilhelmina International, Inc.;7.35;39555259.8;;;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/whlm
PRTK;Paratek Pharmaceuticals, Inc.;15.85;384936460.2;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/prtk
DWTR;PowerShares DWA Tactical Sector Rotation Portfolio;24.09;128881524.09;;;;;http://www.nasdaq.com/symbol/dwtr
MNOV;MediciNova, Inc.;5.87;202677469.86;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/mnov
MSBI;Midland States Bancorp, Inc.;33.22;517522686.56;;2016;Finance;Major Banks;http://www.nasdaq.com/symbol/msbi
LNTH;Lantheus Holdings, Inc.;11.9;441196117.6;;2015;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/lnth
MELI;MercadoLibre, Inc.;210.86;9311021773.04;;2007;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/meli
PCYO;Pure Cycle Corporation;5.5;130647539.00000001;;;Public Utilities;Water Supply;http://www.nasdaq.com/symbol/pcyo
TAPR;Barclays Inverse US Treasury Composite ETN;25.77;17526177.0;;;Finance;Commercial Banks;http://www.nasdaq.com/symbol/tapr
PFMT;Performant Financial Corporation;2.01;101138585.03999999;;2012;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/pfmt
APEI;American Public Education, Inc.;21.9;354909735.59999996;;2007;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/apei
CMRX;Chimerix, Inc.;6.46;300748743.18;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cmrx
SYNL;Synalloy Corporation;12.15;105445257.30000001;;;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/synl
WSTG;Wayside Technology Group, Inc.;18.85;87213973.6;;;Technology;Retail: Computer Software & Peripheral Equipment;http://www.nasdaq.com/symbol/wstg
NRIM;Northrim BanCorp Inc;29.2;201768058.0;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/nrim
BGFV;Big 5 Sporting Goods Corporation;14.55;320477325.15;;2002;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/bgfv
TCBK;TriCo Bancshares;33.82;773502428.28;;;Finance;Major Banks;http://www.nasdaq.com/symbol/tcbk
UGLD;VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In;10.44;99604051.92;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/ugld
HDSN;Hudson Technologies, Inc.;6.58;273193835.6;;;Consumer Durables;Industrial Specialties;http://www.nasdaq.com/symbol/hdsn
PBNC;Paragon Commercial Corporation;52.26;284854261.38000005;;2016;Finance;Major Banks;http://www.nasdaq.com/symbol/pbnc
FNJN;Finjan Holdings, Inc.;1.54;35267633.94;;;Miscellaneous;Multi-Sector Companies;http://www.nasdaq.com/symbol/fnjn
SEAC;SeaChange International, Inc.;2.3;80976231.10000001;;1996;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/seac
SIEB;Siebert Financial Corp.;3.08;68034033.76;;;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/sieb
TNDM;Tandem Diabetes Care, Inc.;1.25;39169863.75;;2013;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/tndm
GLNG;Golar LNG Limited;27.26;2753260000.0;;;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/glng
GBNK;Guaranty Bancorp;23.45;665942128.25;;;Finance;Major Banks;http://www.nasdaq.com/symbol/gbnk
INTU;Intuit Inc.;119.72;30622619109.000004;;1993;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/intu
CAPR;Capricor Therapeutics, Inc.;3.37;72114694.03;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/capr
CFCO;CF Corporation;10.03;842520000.0;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/cfco
CGNX;Cognex Corporation;80.4;6966607659.6;;1989;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cgnx
BJRI;"BJ&#39;s Restaurants, Inc.";38.4;839372006.4;;;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/bjri
FARO;FARO Technologies, Inc.;34.2;570483052.2;;1997;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/faro
FONE;First Trust NASDAQ Smartphone Index Fund;46.1532;11538392.306400001;;;;;http://www.nasdaq.com/symbol/fone
AQMS;Aqua Metals, Inc.;18.15;350969526.6;;2015;Basic Industries;Metal Fabrications;http://www.nasdaq.com/symbol/aqms
BFIN;BankFinancial Corporation;14.29;275273071.44;;;Finance;Savings Institutions;http://www.nasdaq.com/symbol/bfin
BBOX;Black Box Corporation;8.65;131033685.95;;;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/bbox
FTRI;First Trust Indxx Global Natural Resources Income ETF;11.12;9452022.24;;;;;http://www.nasdaq.com/symbol/ftri
LANDP;Gladstone Land Corporation;25.77;0.0;;;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/landp
JSML;Janus Small Cap Growth Alpha ETF;30.4487;6150637.4;;;;;http://www.nasdaq.com/symbol/jsml
TERP;TerraForm Power, Inc.;12.33;1752288603.12;;2014;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/terp
AXDX;Accelerate Diagnostics, Inc.;22.5;1167638602.5;;;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/axdx
IIN;IntriCon Corporation;8.4;57322708.8;;;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/iin
RLOG;Rand Logistics, Inc.;0.5192;9669804.5752;;;Consumer Services;Marine Transportation;http://www.nasdaq.com/symbol/rlog
DGRE;WisdomTree Emerging Markets Quality Dividend Growth Fund;23.7087;49788270.0;;;;;http://www.nasdaq.com/symbol/dgre
CLLS;Cellectis S.A.;22.99;178017340.49;7743251;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/clls
CLMT;Calumet Specialty Products Partners, L.P.;3.8;291429083.2;;2006;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/clmt
OACQU;Origo Acquisition Corporation;10.6;0.0;;2014;Finance;Business Services;http://www.nasdaq.com/symbol/oacqu
WHLRD;Wheeler Real Estate Investment Trust, Inc.;25.78;0.0;;;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/whlrd
AMD;Advanced Micro Devices, Inc.;13.7;12897162642.1;;;Technology;Semiconductors;http://www.nasdaq.com/symbol/amd
AAME;Atlantic American Corporation;3.9;79619389.2;;;Finance;Life Insurance;http://www.nasdaq.com/symbol/aame
BOTJ;Bank of the James Financial Group, Inc.;15.22;66639795.92;;;Finance;Major Banks;http://www.nasdaq.com/symbol/botj
INVA;Innoviva, Inc.;12.85;1403235008.8000002;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/inva
MDCA;MDC Partners Inc.;9.4;469389892.99999994;;;Technology;Advertising;http://www.nasdaq.com/symbol/mdca
FCBC;First Community Bancshares, Inc.;24.64;418747338.24;;;Finance;Major Banks;http://www.nasdaq.com/symbol/fcbc
FNBC;First NBC Bank Holding Company;3.9;75000552.89999999;;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/fnbc
HONE;HarborOne Bancorp, Inc.;18.45;592630236.0;;2016;Finance;Major Banks;http://www.nasdaq.com/symbol/hone
POOL;Pool Corporation;118.93;4894685815.39;;1995;Consumer Durables;Industrial Specialties;http://www.nasdaq.com/symbol/pool
TGEN;Tecogen Inc.;3.73;74524034.82000001;;2014;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/tgen
DLTH;Duluth Holdings Inc.;22.76;736872206.5600001;;2015;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/dlth
CTXS;Citrix Systems, Inc.;83.14;12999139367.4;;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ctxs
EVOK;Evoke Pharma, Inc.;2.86;44010609.5;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/evok
TDIV;First Trust NASDAQ Technology Dividend Index Fund;31.49;677192450.0;;;;;http://www.nasdaq.com/symbol/tdiv
TZOO;Travelzoo Inc.;9.55;128039094.25;;;Technology;EDP Services;http://www.nasdaq.com/symbol/tzoo
GULF;WisdomTree Middle East Dividend Fund;17.575;17575000.0;;;;;http://www.nasdaq.com/symbol/gulf
ANIP;ANI Pharmaceuticals, Inc.;45.99;533509294.50000006;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/anip
SAIA;Saia, Inc.;42.7;1086285651.5;;;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/saia
TECH;Bio-Techne Corp;103.82;3873712010.3799996;;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/tech
ABIO;ARCA biopharma, Inc.;2.65;24196953.900000002;;;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/abio
CATM;Cardtronics plc;45.46;2071510505.98;;2007;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/catm
FSZ;First Trust Switzerland AlphaDEX Fund;44.8379;147965159.6758;;;;;http://www.nasdaq.com/symbol/fsz
MAPI;Mapi - Pharma Ltd.;;0.0;;;;;http://www.nasdaq.com/symbol/mapi
PRGS;Progress Software Corporation;28.03;1366035631.1299999;;1991;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/prgs
SRSC;Sears Canada Inc.;1.3;132440960.60000001;;;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/srsc
STLRU;Stellar Acquisition III Inc.;10.42;0.0;;2016;Finance;Business Services;http://www.nasdaq.com/symbol/stlru
TATT;TAT Technologies Ltd.;9.25;81663107.0;;;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/tatt
FEX;First Trust Large Cap Core AlphaDEX Fund;51.06;1521588102.12;;;;;http://www.nasdaq.com/symbol/fex
MITK;Mitek Systems, Inc.;6.5;216282930.49999997;;;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/mitk
JACK;Jack In The Box Inc.;100.18;3169868912.12;;;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/jack
OPHC;OptimumBank Holdings, Inc.;3.46;3817926.62;;;Finance;Major Banks;http://www.nasdaq.com/symbol/ophc
DMTX;Dimension Therapeutics, Inc.;1.7000000000000002;42573960.199999996;;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/dmtx
PSTB;Park Sterling Corporation;11.71;621355153.4599999;;2010;Finance;Major Banks;http://www.nasdaq.com/symbol/pstb
PRKR;ParkerVision, Inc.;1.76;23343840.96;;1993;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/prkr
CERCW;Cerecor Inc.;0.099;0.0;;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cercw
KRMA;Global X Conscious Companies ETF;16.8038;0.0;;;;;http://www.nasdaq.com/symbol/krma
NWSA;News Corporation;12.55;7297712451.599999;;;Consumer Services;Newspapers/Magazines;http://www.nasdaq.com/symbol/nwsa
SASR;Sandy Spring Bancorp, Inc.;39.85;953186256.9;;;Finance;Major Banks;http://www.nasdaq.com/symbol/sasr
SHLO;Shiloh Industries, Inc.;13.41;239206989.96;;1993;Capital Goods;Industrial Specialties;http://www.nasdaq.com/symbol/shlo
LVNTA;Liberty Interactive Corporation;43.42;3709046209.18;;;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/lvnta
ACIA;Acacia Communications, Inc.;56.69;2178144937.39;;2016;Technology;Semiconductors;http://www.nasdaq.com/symbol/acia
PETX;Aratana Therapeutics, Inc.;5.05;188682412.70000002;;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/petx
PVTBP;PrivateBancorp, Inc.;26.79;0.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/pvtbp
OVAS;OvaScience Inc.;1.71;60946973.550000004;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ovas
ATRS;Antares Pharma, Inc.;2.76;428468943.96000004;;;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/atrs
DAKT;Daktronics, Inc.;9.19;404980903.97;;1994;Consumer Durables;Miscellaneous manufacturing industries;http://www.nasdaq.com/symbol/dakt
ASFI;Asta Funding, Inc.;8.6;56435049.0;;1995;Finance;Finance Companies;http://www.nasdaq.com/symbol/asfi
GBCI;Glacier Bancorp, Inc.;32.93;2523095019.36;;;Finance;Major Banks;http://www.nasdaq.com/symbol/gbci
SMED;Sharps Compliance Corp;4.8;76736913.60000001;;;Basic Industries;Environmental Services;http://www.nasdaq.com/symbol/smed
UBSI;United Bankshares, Inc.;40.9;3314776492.0;;;Finance;Major Banks;http://www.nasdaq.com/symbol/ubsi
ANTH;Anthera Pharmaceuticals, Inc.;0.41200000000000003;20851035.72;;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/anth
BIOP;Bioptix, Inc;3.37;15178382.27;;;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/biop
MAUI;AdvisorShares Market Adaptive Unconstrained Income ETF;24.2;1210000.0;;;;;http://www.nasdaq.com/symbol/maui
GRMN;Garmin Ltd.;51.1;9629611959.8;;2000;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/grmn
ILG;ILG, Inc;19.37;2411749712.3199997;;;Finance;Real Estate;http://www.nasdaq.com/symbol/ilg
NVDQ;Novadaq Technologies Inc;7.8100000000000005;451028679.30999994;;;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/nvdq
ZBIO;ProShares UltraPro Short NASDAQ Biotechnology;17.28;7776017.28;;;;;http://www.nasdaq.com/symbol/zbio
CVGI;Commercial Vehicle Group, Inc.;5.69;175549171.63;;2004;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/cvgi
INSM;Insmed, Inc.;15.81;980590760.31;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/insm
IONS;Ionis Pharmaceuticals, Inc.;38.98;4823754418.56;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ions
UFPT;UFP Technologies, Inc.;25.0;180534775.0;;1993;Capital Goods;Containers/Packaging;http://www.nasdaq.com/symbol/ufpt
EAGLU;Double Eagle Acquisition Corp.;10.5;0.0;;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eaglu
FCFS;First Cash, Inc.;45.35;2189937441.5;;1991;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/fcfs
APOG;Apogee Enterprises, Inc.;56.94;1631120777.52;;;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/apog
EHTH;eHealth, Inc.;11.04;202661500.79999998;;2006;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/ehth
JASN;Jason Industries, Inc.;1.42;36758408.26;;2013;Consumer Durables;Miscellaneous manufacturing industries;http://www.nasdaq.com/symbol/jasn
RNDB;Randolph Bancorp, Inc.;15.5;90965253.0;;2016;Finance;Major Banks;http://www.nasdaq.com/symbol/rndb
GPIAU;GP Investments Acquisition Corp.;12.09;0.0;;2015;Consumer Durables;Home Furnishings;http://www.nasdaq.com/symbol/gpiau
IPWR;Ideal Power Inc.;3.42;32692508.46;;2013;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/ipwr
INFN;Infinera Corporation;10.85;1588606558.35;;2007;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/infn
BWEN;Broadwind Energy, Inc.;6.54;97980651.53999999;;;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/bwen
DEPO;Depomed, Inc.;14.89;924662403.73;;;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/depo
RETA;Reata Pharmaceuticals, Inc.;25.9;0.0;;2016;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/reta
SVVC;Firsthand Technology Value Fund, Inc.;8.0499;59816367.78029999;;;;;http://www.nasdaq.com/symbol/svvc
GAINO;Gladstone Investment Corporation;26.15;0.0;;;;;http://www.nasdaq.com/symbol/gaino
XONE;The ExOne Company;10.01;161574272.85999998;;2013;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/xone
PERY;Perry Ellis International Inc.;20.99;325303020.0;;1993;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/pery
TBBK;The Bancorp, Inc.;4.9;272667418.8;;;Finance;Major Banks;http://www.nasdaq.com/symbol/tbbk
HEAR;Turtle Beach Corporation;0.976;48069303.936000004;;;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/hear
FEUZ;First Trust Eurozone AlphaDEX ETF;35.5197;7104011.0394;;;;;http://www.nasdaq.com/symbol/feuz
KITE;Kite Pharma, Inc.;76.84;4276348396.5599995;;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/kite
